"Name","Location","Function Signature","Function Size"
"FUN_006dc5d0","006dc5d0","undefined FUN_006dc5d0(undefined4 param_1)","88"
"FUN_006dc630","006dc630","undefined FUN_006dc630(undefined4 param_1)","120"
"TXUIShapeCache","006dc6b0","T2Allocator * TXUIShapeCache(TXUIShapeCache * this)","89"
"FUN_006dc710","006dc710","undefined FUN_006dc710()","128"
"FUN_006dc790","006dc790","undefined FUN_006dc790(undefined4 param_1)","279"
"FUN_006dc8b0","006dc8b0","undefined FUN_006dc8b0(undefined4 param_1)","223"
"FUN_006dc990","006dc990","undefined FUN_006dc990(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","346"
"FUN_006dcaf0","006dcaf0","undefined FUN_006dcaf0(undefined4 param_1)","32"
"FUN_006dcb10","006dcb10","undefined FUN_006dcb10(undefined4 param_1\, undefined4 param_2)","84"
"FUN_006dcb70","006dcb70","undefined FUN_006dcb70(undefined4 param_1\, undefined4 param_2)","56"
"FUN_006dcbb0","006dcbb0","undefined FUN_006dcbb0()","12"
"FUN_006dcbc0","006dcbc0","undefined FUN_006dcbc0(undefined4 param_1)","21"
"FUN_006dcbe0","006dcbe0","undefined FUN_006dcbe0(undefined4 param_1\, undefined4 param_2)","24"
"FUN_006dcc00","006dcc00","undefined FUN_006dcc00(undefined4 param_1)","22"
"FUN_006dcc20","006dcc20","undefined FUN_006dcc20(undefined4 param_1)","21"
"FUN_006dcc40","006dcc40","undefined FUN_006dcc40(undefined4 param_1)","38"
"FUN_006dccd0","006dccd0","undefined FUN_006dccd0(undefined4 param_1)","14"
"FUN_006dccf0","006dccf0","undefined FUN_006dccf0(undefined4 param_1)","16"
"FUN_006dcd00","006dcd00","undefined FUN_006dcd00(undefined4 param_1)","14"
"FUN_006dcd20","006dcd20","undefined FUN_006dcd20(undefined4 param_1)","21"
"FUN_006dce80","006dce80","undefined FUN_006dce80(undefined4 param_1)","36"
"FUN_006dceb0","006dceb0","undefined FUN_006dceb0(undefined4 param_1)","19"
"FUN_006dced0","006dced0","undefined FUN_006dced0(undefined4 param_1)","19"
"FUN_006dcef0","006dcef0","undefined FUN_006dcef0(undefined4 param_1)","19"
"FUN_006dcf10","006dcf10","undefined FUN_006dcf10(undefined4 param_1)","24"
"FUN_006dcfd0","006dcfd0","undefined FUN_006dcfd0()","16"
"FUN_006dd030","006dd030","undefined FUN_006dd030(undefined4 param_1\, undefined4 param_2)","25"
"FUN_006dd050","006dd050","undefined FUN_006dd050(undefined4 param_1\, undefined4 param_2)","25"
"FUN_006dd070","006dd070","undefined FUN_006dd070(undefined4 param_1\, undefined4 param_2)","146"
"FUN_006dd110","006dd110","undefined FUN_006dd110(undefined4 param_1)","196"
"FUN_006dd1e0","006dd1e0","undefined FUN_006dd1e0(undefined1 param_1)","33"
"FUN_006dd210","006dd210","undefined FUN_006dd210(undefined4 param_1)","24"
"FUN_006dd230","006dd230","undefined FUN_006dd230(undefined4 param_1)","14"
"FUN_006dd240","006dd240","undefined FUN_006dd240(undefined4 param_1)","19"
"FUN_006dd270","006dd270","undefined FUN_006dd270(undefined4 param_1)","12"
"FUN_006dd280","006dd280","undefined FUN_006dd280(undefined4 param_1)","15"
"FUN_006dd290","006dd290","undefined FUN_006dd290(undefined4 param_1\, undefined4 param_2)","84"
"FUN_006dd2f0","006dd2f0","undefined FUN_006dd2f0(undefined4 param_1)","207"
"FUN_006dd3f0","006dd3f0","undefined FUN_006dd3f0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","43"
"FUN_006dd420","006dd420","undefined FUN_006dd420(undefined4 param_1\, undefined4 param_2)","267"
"FUN_006dd530","006dd530","undefined FUN_006dd530()","9"
"FUN_006dd560","006dd560","undefined FUN_006dd560(undefined4 param_1)","16"
"FUN_006dd590","006dd590","undefined FUN_006dd590()","6"
"XURXUICanvasData","006dd5a0","XURXUICanvasData * XURXUICanvasData(XURXUICanvasData * param_1)","36"
"FUN_006dd5d0","006dd5d0","undefined FUN_006dd5d0(undefined4 param_1\, undefined4 param_2)","25"
"FUN_006dd5f0","006dd5f0","void FUN_006dd5f0(undefined4 param_1\, char * * param_2)","23"
"FUN_006dd610","006dd610","undefined FUN_006dd610(undefined param_1\, undefined4 param_2)","14"
"FUN_006dd620","006dd620","undefined FUN_006dd620()","6"
"FUN_006dd680","006dd680","undefined FUN_006dd680(undefined4 param_1)","26"
"TXUICanvas","006dd6e0","TXUICanvas * TXUICanvas(TXUICanvas * param_1)","8"
"FUN_006dd710","006dd710","undefined FUN_006dd710()","32"
"FUN_006dd730","006dd730","undefined FUN_006dd730(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","41"
"FUN_006dd760","006dd760","undefined FUN_006dd760()","9"
"StopAnimation","006dd770","thunk undefined StopAnimation()","5"
"FUN_006dd780","006dd780","void FUN_006dd780(TXUICanvas * this\, T2GUIElement * param_2)","90"
"~XURXUIElementData","006dd7e0","undefined ~XURXUIElementData()","11"
"FUN_006dd7eb","006dd7eb","undefined FUN_006dd7eb()","8"
"~TXUICanvas","006dd800","undefined ~TXUICanvas(undefined1 param_1)","56"
"FUN_006dd840","006dd840","undefined FUN_006dd840(undefined1 param_1)","39"
"FUN_006dd870","006dd870","undefined FUN_006dd870(undefined4 param_1)","13"
"FUN_006dd880","006dd880","undefined FUN_006dd880()","6"
"XURXUIImageData","006dd890","XURXUIImageData * XURXUIImageData(XURXUIImageData * param_1)","48"
"FUN_006dd8d0","006dd8d0","undefined FUN_006dd8d0(undefined4 param_1\, undefined4 param_2)","35"
"FUN_006dd900","006dd900","undefined FUN_006dd900(undefined4 param_1\, undefined4 param_2)","46"
"FUN_006dd930","006dd930","undefined FUN_006dd930(undefined4 param_1\, undefined4 param_2)","98"
"FUN_006dd9a0","006dd9a0","undefined FUN_006dd9a0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","135"
"FUN_006dda30","006dda30","undefined FUN_006dda30(undefined4 param_1\, undefined4 param_2)","107"
"FUN_006ddaa0","006ddaa0","undefined FUN_006ddaa0(undefined4 param_1\, undefined4 param_2)","93"
"FUN_006ddb00","006ddb00","undefined FUN_006ddb00(undefined4 param_1\, undefined4 param_2)","93"
"FUN_006ddb60","006ddb60","undefined FUN_006ddb60(undefined param_1\, undefined4 param_2)","163"
"FUN_006ddc10","006ddc10","undefined FUN_006ddc10()","6"
"FUN_006ddc50","006ddc50","undefined FUN_006ddc50(undefined4 param_1)","32"
"TXUIImage","006ddc90","TXUIImage * TXUIImage(TXUIImage * param_1)","8"
"FUN_006ddd10","006ddd10","undefined FUN_006ddd10()","65"
"FUN_006ddd60","006ddd60","undefined FUN_006ddd60(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","262"
"FUN_006dde70","006dde70","undefined FUN_006dde70(undefined4 param_1)","156"
"FUN_006ddf10","006ddf10","undefined FUN_006ddf10(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","523"
"FUN_006de120","006de120","undefined FUN_006de120(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","62"
"FUN_006de160","006de160","undefined FUN_006de160(undefined4 param_1\, undefined4 param_2)","35"
"Tick","006de190","void Tick(TXUIImage * this\, undefined4 param_2)","82"
"PreRender","006de1f0","thunk undefined PreRender()","5"
"Render","006de200","void Render(TXUIImage * param_1)","225"
"PostRender","006de2f0","thunk undefined PostRender()","5"
"UpdateUV","006de300","void UpdateUV(TXUIImage * param_1)","1586"
"FUN_006de970","006de970","undefined FUN_006de970(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","68"
"FUN_006de9c0","006de9c0","undefined FUN_006de9c0(undefined4 param_1)","36"
"FUN_006de9e4","006de9e4","undefined FUN_006de9e4()","8"
"FUN_006de9f0","006de9f0","undefined FUN_006de9f0(undefined1 param_1)","89"
"FUN_006dea50","006dea50","undefined FUN_006dea50(undefined1 param_1)","39"
"FUN_006dea80","006dea80","undefined FUN_006dea80(undefined4 param_1\, undefined4 param_2)","40"
"FUN_006dead0","006dead0","undefined FUN_006dead0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4)","43"
"GetTypeInfo","006deb00","undefined GetTypeInfo()","6"
"FUN_006deb10","006deb10","undefined FUN_006deb10()","57"
"Load","006deb50","undefined Load(undefined4 param_1\, undefined4 param_2)","35"
"Load","006deb80","undefined Load(undefined4 param_1\, undefined4 param_2)","46"
"ValidateTimelineProp","006debb0","undefined ValidateTimelineProp(undefined4 param_1\, undefined4 param_2)","98"
"TranslateTimelineProp","006dec20","undefined TranslateTimelineProp(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","135"
"GetTimelinePropSize","006decb0","undefined GetTimelinePropSize(undefined4 param_1\, undefined4 param_2)","94"
"IsFloatPropType","006ded10","undefined IsFloatPropType(undefined4 param_1\, undefined4 param_2)","93"
"IsColourPropType","006ded70","undefined IsColourPropType(undefined4 param_1\, undefined4 param_2)","93"
"FUN_006dedd0","006dedd0","undefined FUN_006dedd0(undefined param_1\, undefined4 param_2)","178"
"FUN_006dee90","006dee90","undefined FUN_006dee90()","6"
"FUN_006deed0","006deed0","undefined FUN_006deed0(undefined4 param_1)","32"
"FUN_006def10","006def10","undefined FUN_006def10()","8"
"FUN_006def90","006def90","undefined FUN_006def90()","49"
"FUN_006defd0","006defd0","undefined FUN_006defd0(undefined4 param_1)","225"
"FUN_006df0c0","006df0c0","undefined FUN_006df0c0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","98"
"FUN_006df130","006df130","undefined FUN_006df130(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","520"
"FUN_006df340","006df340","undefined FUN_006df340(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","62"
"FUN_006df380","006df380","undefined FUN_006df380(undefined4 param_1)","82"
"FUN_006df3e0","006df3e0","undefined FUN_006df3e0()","234"
"FUN_006df4d0","006df4d0","undefined FUN_006df4d0()","1543"
"FUN_006dfb1b","006dfb1b","undefined FUN_006dfb1b()","8"
"FUN_006dfb30","006dfb30","undefined FUN_006dfb30(undefined1 param_1)","73"
"FUN_006dfb80","006dfb80","undefined FUN_006dfb80(undefined1 param_1)","39"
"FUN_006dfbb0","006dfbb0","undefined FUN_006dfbb0()","6"
"XURXUITextPresenterData","006dfbc0","XURXUIElementData * XURXUITextPresenterData(XURXUITextPresenterData * this)","81"
"FUN_006dfc20","006dfc20","undefined FUN_006dfc20(undefined4 param_1\, undefined4 param_2)","35"
"FUN_006dfc50","006dfc50","undefined FUN_006dfc50(undefined4 param_1\, undefined4 param_2)","46"
"ValidateTimelineProp","006dfc80","undefined ValidateTimelineProp(undefined4 param_1\, undefined4 param_2)","98"
"TranslateTimelineProp","006dfcf0","undefined TranslateTimelineProp(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","271"
"GetTimelinePropSize","006dfe00","undefined GetTimelinePropSize(undefined4 param_1\, undefined4 param_2)","107"
"IsFloatPropType","006dfe70","undefined IsFloatPropType(undefined4 param_1\, undefined4 param_2)","93"
"IsColourPropType","006dfed0","undefined IsColourPropType(undefined4 param_1\, undefined4 param_2)","112"
"Load","006dff40","undefined Load(undefined param_1\, undefined4 param_2)","348"
"FUN_006e00a0","006e00a0","undefined FUN_006e00a0()","6"
"FUN_006e00e0","006e00e0","undefined FUN_006e00e0(undefined4 param_1)","32"
"FUN_006e0120","006e0120","undefined FUN_006e0120()","8"
"FUN_006e0190","006e0190","undefined FUN_006e0190()","32"
"FUN_006e01b0","006e01b0","undefined FUN_006e01b0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","485"
"FUN_006e03a0","006e03a0","undefined FUN_006e03a0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","456"
"FUN_006e0590","006e0590","undefined FUN_006e0590(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","62"
"FUN_006e05d0","006e05d0","undefined FUN_006e05d0()","908"
"FUN_006e096b","006e096b","undefined FUN_006e096b()","8"
"FUN_006e0980","006e0980","undefined FUN_006e0980(undefined1 param_1)","56"
"FUN_006e09c0","006e09c0","undefined FUN_006e09c0(undefined1 param_1)","39"
"GetTypeInfo","006e0a00","undefined GetTypeInfo()","6"
"FUN_006e0a10","006e0a10","undefined FUN_006e0a10()","73"
"Load","006e0a60","undefined Load(undefined4 param_1\, undefined4 param_2)","35"
"Load","006e0a90","undefined Load(undefined4 param_1\, undefined4 param_2)","46"
"ValidateTimelineProp","006e0ac0","undefined ValidateTimelineProp(undefined4 param_1\, undefined4 param_2)","98"
"TranslateTimelineProp","006e0b30","undefined TranslateTimelineProp(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","237"
"GetTimelinePropSize","006e0c20","undefined GetTimelinePropSize(undefined4 param_1\, undefined4 param_2)","123"
"IsFloatPropType","006e0ca0","undefined IsFloatPropType(undefined4 param_1)","26"
"IsColourPropType","006e0cc0","undefined IsColourPropType(undefined4 param_1)","26"
"Load","006e0ce0","bool Load(XURXUINineGridData * this\, undefined4 param_1\, byte * * param_2)","263"
"FUN_006e0df0","006e0df0","undefined FUN_006e0df0()","6"
"FUN_006e0e30","006e0e30","undefined FUN_006e0e30(undefined4 param_1)","32"
"FUN_006e0e70","006e0e70","undefined FUN_006e0e70()","8"
"FUN_006e0ed0","006e0ed0","undefined FUN_006e0ed0()","52"
"FUN_006e0f10","006e0f10","undefined FUN_006e0f10(undefined4 param_1\, undefined4 param_2)","977"
"FUN_006e12f0","006e12f0","undefined FUN_006e12f0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","44"
"FUN_006e1320","006e1320","undefined FUN_006e1320(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","62"
"FUN_006e1360","006e1360","undefined FUN_006e1360()","896"
"FUN_006e16eb","006e16eb","undefined FUN_006e16eb()","8"
"FUN_006e1700","006e1700","undefined FUN_006e1700(undefined1 param_1)","76"
"~XURXUINineGridData","006e1750","undefined ~XURXUINineGridData(undefined1 param_1)","39"
"GetTypeInfo","006e1790","undefined * GetTypeInfo(void)","6"
"FUN_006e17a0","006e17a0","undefined FUN_006e17a0()","36"
"Load","006e17d0","undefined Load(undefined4 param_1\, undefined4 param_2)","25"
"Load","006e17f0","undefined Load(undefined4 param_1\, undefined4 param_2)","23"
"ValidateTimelineProp","006e1810","undefined ValidateTimelineProp(undefined4 param_1)","26"
"TranslateTimelineProp","006e1830","undefined TranslateTimelineProp(undefined param_1\, undefined4 param_2)","17"
"GetTimelinePropSize","006e1850","undefined GetTimelinePropSize(undefined4 param_1)","29"
"IsFloatPropType","006e1870","undefined IsFloatPropType(undefined4 param_1)","26"
"IsColourPropType","006e1890","undefined IsColourPropType(undefined4 param_1)","26"
"FUN_006e18b0","006e18b0","undefined FUN_006e18b0(undefined param_1\, undefined4 param_2)","14"
"FUN_006e18c0","006e18c0","undefined FUN_006e18c0()","6"
"FUN_006e1920","006e1920","undefined FUN_006e1920(undefined4 param_1)","26"
"FUN_006e1980","006e1980","undefined FUN_006e1980()","8"
"FUN_006e19b0","006e19b0","undefined FUN_006e19b0()","32"
"FUN_006e19d0","006e19d0","undefined FUN_006e19d0(undefined4 param_1\, undefined4 param_2)","54"
"FUN_006e1a10","006e1a10","undefined FUN_006e1a10(undefined4 param_1)","48"
"FUN_006e1a40","006e1a40","undefined FUN_006e1a40(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5)","229"
"FUN_006e1b30","006e1b30","undefined FUN_006e1b30(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","126"
"FUN_006e1bb0","006e1bb0","undefined FUN_006e1bb0(undefined4 param_1\, undefined4 param_2)","130"
"FUN_006e1c40","006e1c40","undefined FUN_006e1c40(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","110"
"FUN_006e1cb0","006e1cb0","undefined FUN_006e1cb0(undefined4 param_1\, undefined4 param_2)","38"
"FUN_006e1ce0","006e1ce0","undefined FUN_006e1ce0(undefined4 param_1\, undefined4 param_2)","40"
"FUN_006e1d10","006e1d10","undefined FUN_006e1d10()","19"
"FUN_006e1d30","006e1d30","undefined FUN_006e1d30(undefined4 param_1)","59"
"FUN_006e1d70","006e1d70","undefined FUN_006e1d70(undefined4 param_1)","38"
"FUN_006e1da0","006e1da0","undefined FUN_006e1da0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","44"
"FUN_006e1dd0","006e1dd0","undefined FUN_006e1dd0(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","62"
"FUN_006e1e1b","006e1e1b","undefined FUN_006e1e1b()","8"
"FUN_006e1e30","006e1e30","undefined FUN_006e1e30(undefined1 param_1)","56"
"FUN_006e1e70","006e1e70","undefined FUN_006e1e70(undefined1 param_1)","39"
"GetTypeInfo","006e1ea0","undefined GetTypeInfo()","6"
"FUN_006e1eb0","006e1eb0","undefined FUN_006e1eb0()","43"
"Load","006e1ee0","bool Load(XURXUICheckBoxData * this\, undefined4 param_1\, byte * * param_2)","95"
"Load","006e1f40","undefined Load(undefined4 param_1\, undefined4 param_2)","101"
"ValidateTimelineProp","006e1fb0","undefined ValidateTimelineProp(undefined4 param_1\, undefined4 param_2)","95"
"TranslateTimelineProp","006e2010","undefined TranslateTimelineProp(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","65"
"GetTimelinePropSize","006e2060","undefined GetTimelinePropSize(undefined4 param_1\, undefined4 param_2)","91"
"IsFloatPropType","006e20c0","undefined IsFloatPropType(undefined4 param_1\, undefined4 param_2)","93"
"IsColourPropType","006e2120","undefined IsColourPropType(undefined4 param_1\, undefined4 param_2)","93"
"FUN_006e2180","006e2180","undefined FUN_006e2180(undefined param_1\, undefined4 param_2)","86"
"FUN_006e21e0","006e21e0","undefined FUN_006e21e0()","6"
"FUN_006e2240","006e2240","undefined FUN_006e2240(undefined4 param_1)","69"
"FUN_006e22b0","006e22b0","undefined FUN_006e22b0()","49"
"FUN_006e22f0","006e22f0","undefined FUN_006e22f0()","18"
"FUN_006e2310","006e2310","undefined FUN_006e2310(undefined4 param_1\, undefined4 param_2\, undefined4 param_3)","34"
"FUN_006e2340","006e2340","undefined FUN_006e2340(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","287"
"FUN_006e2460","006e2460","undefined FUN_006e2460(undefined4 param_1\, undefined4 param_2\, undefined4 param_3\, undefined4 param_4\, undefined4 param_5\, undefined4 param_6)","65"
"FUN_006e24b0","006e24b0","undefined FUN_006e24b0(undefined1 param_1)","136"
"FUN_006e2540","006e2540","undefined FUN_006e2540(undefined4 param_1\, undefined1 param_2)","59"
"FUN_006e2580","006e2580","undefined FUN_006e2580()","47"
"FUN_006e25b0","006e25b0","undefined FUN_006e25b0()","25"
"FUN_006e25c9","006e25c9","undefined FUN_006e25c9()","8"
"FUN_006e25e0","006e25e0","undefined FUN_006e25e0(undefined1 param_1)","46"
"~XURXUICheckBoxData","006e2610","undefined ~XURXUICheckBoxData(undefined1 param_1)","39"
"FUN_006e2640","006e2640","undefined FUN_006e2640()","6"
"FUN_006e2650","006e2650","undefined FUN_006e2650()","43"
"FUN_006e2680","006e2680","undefined FUN_006e2680(undefined4 param_1\, undefined4 param_2)","95"
